person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0.9217491666290214,Low
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0.9034482131572071,Low
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,2.2834400580160077,Low
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,1.8595276959816782,Low
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,3.9591755052653594,Low
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,42.911088800391724,Medium
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,86.46515488469993,High
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,96.04804624334136,High
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,43.50953189286502,Medium
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,94.11507687293384,High
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,40.109590291601656,Medium
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,49.28350842172649,Medium
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,25.113332013005234,Low
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,74.95731140685555,High
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,40.77325455892851,Medium
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,96.83704013071163,High
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,93.05923209951393,High
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,2.9655015786425576,Low
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,8.919746166457138,Low
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,4.307498508138492,Low
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,5.4089955001421375,Low
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,46.655629199442956,Medium
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,24.473979160077384,Low
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,91.04043810599933,High
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,40.62335319295085,Medium
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,76.80509439235679,High
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,64.99093257201761,High
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,77.66764080947388,High
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,13.808826323934179,Low
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,66.29400580156252,High
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,22.45885150731406,Low
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,94.3465229546333,High
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,89.24259168197038,High
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,10.990575299376973,Low
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,3.9565078510528853,Low
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,6.8828278972759405,Low
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,14.698307686883599,Low
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,18.55686771741908,Low
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,57.904251762706636,Medium
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,4.049643911649458,Low
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,33.25744759210812,Medium
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,93.08832163305414,High
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,18.0617775756701,Low
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,89.01155992367963,High
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,24.97072306677903,Low
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,30.80725227303499,Medium
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,60.65524798042296,High
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,9.767828367899442,Low
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,9.506152862104535,Low
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,73.20835272042845,High
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,7.647789611646158,Low
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,82.95798046473786,High
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,87.63091712410306,High
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,19.59428447338922,Low
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,76.11025778768604,High
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,2.752400807103458,Low
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,86.9136002561955,High
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,31.629104046606777,Medium
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,14.118292443701637,Low
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,21.903837353574332,Low
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,13.506973527228089,Low
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,82.97099281591204,High
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,1.1406801866821774,Low
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,77.04352789321896,High
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,13.73723908316099,Low
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,64.98509352002377,High
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,8.244244248043964,Low
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,1.0802399949135817,Low
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,5.316425939500661,Low
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,11.456599103195732,Low
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,15.701667157492258,Low
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,8.803404766727567,Low
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,26.113009584539178,Low
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,3.6728052594227303,Low
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,18.656565386368733,Low
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,17.221523952438005,Low
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,69.8013627579951,High
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,17.810721928297067,Low
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,76.13717181832995,High
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,11.93343486294464,Low
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,19.246407902805554,Low
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,8.673471683928714,Low
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,8.946674354205284,Low
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,3.3119388555264466,Low
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,56.36725325233202,Medium
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,5.2604475148374155,Low
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,77.39274397564307,High
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,2.658517168189049,Low
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,52.624866517992054,Medium
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,48.31199884437544,Medium
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,4.2724433214376845,Low
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,75.38702459506892,High
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,89.48915344433405,High
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,72.09141381657412,High
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,55.402937361174196,Medium
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,5.604601647723998,Low
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,7.371996092070796,Low
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,19.43375998649184,Low
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,10.593949277086843,Low
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,3.139400172695121,Low
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,5.646162874932218,Low
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,3.3674738370063504,Low
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,25.971314314816286,Low
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,15.203061541279316,Low
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,92.80952498505862,High
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,77.70539935462037,High
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,55.19046533593318,Medium
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,21.289434887723694,Low
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,39.96450653106488,Medium
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,2.650698234527164,Low
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,40.79861148826541,Medium
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,5.911460012553152,Low
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,13.363488835232904,Low
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,57.336126925405374,Medium
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,87.62340960882439,High
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,63.28629387086499,High
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,57.460904081881395,Medium
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,96.31685899723223,High
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,96.63106681256258,High
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,95.40102621906644,High
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,93.42984929724662,High
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,22.245289744244285,Low
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,96.9263197749442,High
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,32.22758225648156,Medium
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,81.2937118858383,High
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,5.0804724055093935,Low
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.7223031311126501,Low
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,31.979995150248236,Medium
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,38.99365923645108,Medium
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,11.68573604493474,Low
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,34.261484531013096,Medium
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,4.978473908044996,Low
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,85.72954591514464,High
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,69.91943562430136,High
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,71.32455364803873,High
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,30.817348300380154,Medium
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,10.631337383953158,Low
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,4.112465561773407,Low
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,86.62556708439074,High
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,97.82723468515726,High
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,85.16382868018717,High
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,98.5711171798339,High
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,90.78770284482587,High
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,99.36175028529729,High
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,84.22909927731993,High
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,34.90882860128861,Medium
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,99.67813080388787,High
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,8.797504152124587,Low
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,99.54800008044796,High
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,61.355551305815126,High
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,71.82701232400387,High
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,60.44604789048501,High
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,77.55013806232645,High
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,67.23505520827851,High
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,95.17602564729982,High
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,66.93984011987355,High
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,66.29087946106863,High
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,99.05577547004127,High
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,39.24041404323867,Medium
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,94.382141414132,High
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,41.67295407820205,Medium
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,97.7308769671557,High
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,48.963244267188,Medium
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,57.709685965146875,Medium
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,7.071487706335636,Low
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,46.144111065855036,Medium
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,54.660828214674204,Medium
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,67.90701051792864,High
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,98.08179049473087,High
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,55.120940125787435,Medium
22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,3.3265946683397827,Low
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,48.162415501714946,Medium
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,14.789256840930143,Low
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,8.226677758580378,Low
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,90.75369596967863,High
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,33.90082134495495,Medium
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,17.142403516102593,Low
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,95.66814979437143,High
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,10.126839066423594,Low
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,89.68269055839167,High
21,18000,OWN,,EDUCATION,B,5000,11.11,1,0.28,N,2,24.753457170828653,Low
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,31.479440290513384,Medium
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,64.49320566303938,High
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,48.25467352062534,Medium
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2,90.13815901629623,High
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,97.90874953991492,High
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,13.227737136903123,Low
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,11.0065977538464,Low
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,95.78243461475347,High
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,72.5466947419047,High
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,88.62816223868647,High
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,19.6205009148083,Low
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,13.704049177571376,Low
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,31.26732048648975,Medium
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,96.04525499827939,High
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,5.7504940343405515,Low
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,74.50754886024627,High
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,96.80607265507791,High
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,30.937173906393134,Medium
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,13.901112813581967,Low
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,75.68551210677185,High
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0,0.14,Y,2,15.105056496920716,Low
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,8.28646591602555,Low
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,1,0.55,N,2,97.0569842943861,High
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,29.458029750000698,Low
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,80.69266383324491,High
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,98.54114981257439,High
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,39.79551279731536,Medium
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,93.04768958573291,High
22,18000,OWN,2.0,MEDICAL,C,4000,,1,0.22,N,2,25.38048410697734,Low
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,90.14514093806963,High
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,1,0.22,N,3,57.886757787048424,Medium
21,18000,OWN,5.0,VENTURE,B,3375,,1,0.19,N,2,7.397274167442361,Low
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,31.539429904444667,Medium
22,43385,RENT,7.0,PERSONAL,C,23000,,1,0.53,N,3,94.64721762061156,High
25,56544,RENT,3.0,EDUCATION,B,23000,,1,0.41,N,2,72.01968189840356,High
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,56.047515243517324,Medium
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,11.751600309379546,Low
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,55.57929273678192,Medium
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,75.71423783154205,High
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,48.83542648165461,Medium
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,14.232384088030562,Low
25,80000,RENT,9.0,VENTURE,C,23000,,0,0.29,N,2,30.47918799860429,Medium
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,75.2946343098924,High
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,78.377089863612,High
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,71.03342275717976,High
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,18.12539798518012,Low
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,96.73219906083513,High
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,90.77989097761157,High
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,54.43300693411385,Medium
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,99.09502880124477,High
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,97.14545668268816,High
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,79.74328372361687,High
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,92.35355263892063,High
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,66.70324932952362,High
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,84.05955027425037,High
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,74.90323997648676,High
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,64.41465005961837,High
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,27.592397558359334,Low
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,98.63872834841445,High
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,45.46410298537143,Medium
22,66000,RENT,1.0,EDUCATION,F,22000,,1,0.33,N,2,94.82143123052266,High
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,55.80411086268081,Medium
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,35.23505421762066,Medium
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,11.656920252771481,Low
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,18.60632457257093,Low
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,35.30199237977232,Medium
24,80000,RENT,0.0,MEDICAL,A,22000,,0,0.28,N,4,42.77386840988889,Medium
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,26.463783075359558,Low
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,72.35831905958578,High
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,13.855307757444264,Low
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,45.430430000931445,Medium
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,41.40842756179974,Medium
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,90.56006668086196,High
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,91.96551068034448,High
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,22.86223456490554,Low
23,110000,RENT,0.0,PERSONAL,B,22000,,0,0.2,N,3,20.080005644463334,Low
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,61.72452955129471,High
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,72.9263844531692,High
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,71.33943144403013,High
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,99.79342510046109,High
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,78.3238979096479,High
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,45.920313616363494,Medium
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,51.87289900780338,Medium
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,3.8301347028872397,Low
